"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24048","Checking navbar panel on signup page","tests.test_navbar","Sat Aug 23 16:21:37 UTC 2025","passed","Sat Aug 23 16:22:01 UTC 2025","TestNavbar > TestNavbarRegression","test_navbar","",""
"","2276","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:21 UTC 2025","passed","Sat Aug 23 16:16:23 UTC 2025","TestChosen","test_chosen_category","",""
"","2178","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:24 UTC 2025","passed","Sat Aug 23 16:17:26 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","4442","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:21:34 UTC 2025","passed","Sat Aug 23 16:21:38 UTC 2025","TestNavbar","test_navbar","",""
"","1110","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:05 UTC 2025","passed","Sat Aug 23 16:22:06 UTC 2025","TestScrollUp","test_scroll_up","",""
"","800","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:15:01 UTC 2025","passed","Sat Aug 23 16:15:02 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","1762","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:23:17 UTC 2025","passed","Sat Aug 23 16:23:19 UTC 2025","TestScrollUp","test_scroll_up","",""
"","1654","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:36 UTC 2025","passed","Sat Aug 23 16:16:38 UTC 2025","TestChosen","test_chosen_category","",""
"","1627","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:19 UTC 2025","passed","Sat Aug 23 16:17:21 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","4493","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:21 UTC 2025","passed","Sat Aug 23 16:22:26 UTC 2025","TestScrollUp","test_scroll_up","",""
"","4802","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:17:23 UTC 2025","passed","Sat Aug 23 16:17:28 UTC 2025","TestChosen","test_chosen_category","",""
"","3111","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:15 UTC 2025","passed","Sat Aug 23 16:22:18 UTC 2025","TestScrollUp","test_scroll_up","",""
"","2447","Checking login function","tests.test_authentication","Sat Aug 23 16:16:00 UTC 2025","passed","Sat Aug 23 16:16:02 UTC 2025","TestAuthentication","test_authentication","",""
"","9684","Checking signup function","tests.test_authentication","Sat Aug 23 16:15:32 UTC 2025","passed","Sat Aug 23 16:15:41 UTC 2025","TestAuthentication","test_authentication","",""
"","2758","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:12 UTC 2025","passed","Sat Aug 23 16:22:14 UTC 2025","TestScrollUp","test_scroll_up","",""
"","4408","Checking api testing page","tests.test_api_cases","Sat Aug 23 16:15:06 UTC 2025","passed","Sat Aug 23 16:15:10 UTC 2025","TestApiCases","test_api_cases","",""
"","3118","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:21:52 UTC 2025","passed","Sat Aug 23 16:21:55 UTC 2025","TestScrollUp","test_scroll_up","",""
"","2176","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:53 UTC 2025","passed","Sat Aug 23 16:16:55 UTC 2025","TestChosen","test_chosen_category","",""
"","2137","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:42 UTC 2025","passed","Sat Aug 23 16:16:44 UTC 2025","TestChosen","test_chosen_category","",""
"","2240","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:39 UTC 2025","passed","Sat Aug 23 16:16:41 UTC 2025","TestChosen","test_chosen_category","",""
"","2642","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:14 UTC 2025","passed","Sat Aug 23 16:20:16 UTC 2025","TestNavbar","test_navbar","",""
"","3235","Checking contact us page","tests.test_contact_us","Sat Aug 23 16:19:10 UTC 2025","passed","Sat Aug 23 16:19:13 UTC 2025","","test_contact_us","",""
"","1751","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:29 UTC 2025","passed","Sat Aug 23 16:17:31 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","3300","Checking breadcrumb on cart page","tests.test_breadcrumb","Sat Aug 23 16:14:57 UTC 2025","passed","Sat Aug 23 16:15:00 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","1339","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:39 UTC 2025","passed","Sat Aug 23 16:17:40 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","3377","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:18:26 UTC 2025","passed","Sat Aug 23 16:18:29 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","2565","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:20:01 UTC 2025","passed","Sat Aug 23 16:20:03 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","3347","Checking breadcrumb on cart page","tests.test_breadcrumb","Sat Aug 23 16:15:04 UTC 2025","passed","Sat Aug 23 16:15:07 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","1209","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:18 UTC 2025","passed","Sat Aug 23 16:17:19 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","5214","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:17:12 UTC 2025","passed","Sat Aug 23 16:17:17 UTC 2025","TestChosen","test_chosen_category","",""
"","1003","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:03 UTC 2025","passed","Sat Aug 23 16:22:04 UTC 2025","TestScrollUp","test_scroll_up","",""
"","4261","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:47 UTC 2025","passed","Sat Aug 23 16:16:51 UTC 2025","TestChosen","test_chosen_category","",""
"","3274","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:18:33 UTC 2025","passed","Sat Aug 23 16:18:36 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","2365","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:11 UTC 2025","passed","Sat Aug 23 16:20:13 UTC 2025","TestNavbar","test_navbar","",""
"","4613","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:17:40 UTC 2025","passed","Sat Aug 23 16:17:44 UTC 2025","TestChosen","test_chosen_category","",""
"","1177","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:37 UTC 2025","passed","Sat Aug 23 16:17:38 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","7045","Checking scroll up on signup page","tests.test_scroll_up","Sat Aug 23 16:23:20 UTC 2025","failed","Sat Aug 23 16:23:27 UTC 2025","TestScrollUp > TestScrollUpRegression","test_scroll_up","",""
"","3450","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:18:27 UTC 2025","passed","Sat Aug 23 16:18:31 UTC 2025","TestChosen","test_chosen_category","",""
"","2169","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:35 UTC 2025","passed","Sat Aug 23 16:17:37 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","2120","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:16:13 UTC 2025","passed","Sat Aug 23 16:16:15 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","4898","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:41 UTC 2025","passed","Sat Aug 23 16:20:46 UTC 2025","TestNavbar","test_navbar","",""
"","8665","Checking test cases page","tests.test_api_cases","Sat Aug 23 16:15:21 UTC 2025","failed","Sat Aug 23 16:15:30 UTC 2025","TestApiCases","test_api_cases","",""
"","2801","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:39 UTC 2025","passed","Sat Aug 23 16:20:42 UTC 2025","TestNavbar","test_navbar","",""
"","2152","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:15:07 UTC 2025","passed","Sat Aug 23 16:15:09 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","2033","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:06 UTC 2025","passed","Sat Aug 23 16:17:08 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","2104","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:41 UTC 2025","passed","Sat Aug 23 16:17:43 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","5538","Checking category on static pages","tests.test_category","Sat Aug 23 16:16:10 UTC 2025","passed","Sat Aug 23 16:16:16 UTC 2025","","test_category","",""
"","2244","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:20:06 UTC 2025","passed","Sat Aug 23 16:20:09 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","7032","Checking contact us page","tests.test_contact_us","Sat Aug 23 16:19:16 UTC 2025","passed","Sat Aug 23 16:19:23 UTC 2025","","test_contact_us","",""
"","1223","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:07 UTC 2025","passed","Sat Aug 23 16:22:08 UTC 2025","TestScrollUp","test_scroll_up","",""
"","4478","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:21:27 UTC 2025","passed","Sat Aug 23 16:21:31 UTC 2025","TestNavbar","test_navbar","",""
"","2976","Checking category on static pages","tests.test_category","Sat Aug 23 16:16:05 UTC 2025","passed","Sat Aug 23 16:16:08 UTC 2025","","test_category","",""
"","2060","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:18:57 UTC 2025","passed","Sat Aug 23 16:18:59 UTC 2025","TestChosen","test_chosen_category","",""
"","2377","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:19:07 UTC 2025","passed","Sat Aug 23 16:19:09 UTC 2025","TestChosen","test_chosen_category","",""
"","4925","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:17:31 UTC 2025","passed","Sat Aug 23 16:17:36 UTC 2025","TestChosen","test_chosen_category","",""
"","2375","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:15:21 UTC 2025","passed","Sat Aug 23 16:15:23 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","2236","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:17 UTC 2025","passed","Sat Aug 23 16:20:19 UTC 2025","TestNavbar","test_navbar","",""
"","3100","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:19:00 UTC 2025","passed","Sat Aug 23 16:19:03 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","2921","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:18:39 UTC 2025","passed","Sat Aug 23 16:18:42 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","954","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:19:46 UTC 2025","passed","Sat Aug 23 16:19:47 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","2721","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:57 UTC 2025","passed","Sat Aug 23 16:20:59 UTC 2025","TestNavbar","test_navbar","",""
"","1808","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:23:18 UTC 2025","passed","Sat Aug 23 16:23:20 UTC 2025","TestScrollUp","test_scroll_up","",""
"","927","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:16:51 UTC 2025","passed","Sat Aug 23 16:16:52 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","2775","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:18:46 UTC 2025","passed","Sat Aug 23 16:18:49 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","3353","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:27 UTC 2025","passed","Sat Aug 23 16:20:30 UTC 2025","TestNavbar","test_navbar","",""
"","19816","Checking scroll up on cart","tests.test_scroll_up","Sat Aug 23 16:23:30 UTC 2025","passed","Sat Aug 23 16:23:50 UTC 2025","TestScrollUp > TestScrollUpRegression","test_scroll_up","",""
"","3447","Checking brands on static pages","tests.test_brands","Sat Aug 23 16:16:39 UTC 2025","passed","Sat Aug 23 16:16:42 UTC 2025","","test_brands","",""
"","6037","Checking breadcrumb on cart page","tests.test_breadcrumb","Sat Aug 23 16:15:09 UTC 2025","passed","Sat Aug 23 16:15:15 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","3202","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:21:54 UTC 2025","passed","Sat Aug 23 16:21:58 UTC 2025","TestScrollUp","test_scroll_up","",""
"","3419","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:43 UTC 2025","passed","Sat Aug 23 16:20:46 UTC 2025","TestNavbar","test_navbar","",""
"","3342","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:54 UTC 2025","passed","Sat Aug 23 16:22:57 UTC 2025","TestScrollUp","test_scroll_up","",""
"","1553","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:21:50 UTC 2025","passed","Sat Aug 23 16:21:51 UTC 2025","TestScrollUp","test_scroll_up","",""
"","4272","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:39 UTC 2025","passed","Sat Aug 23 16:16:44 UTC 2025","TestChosen","test_chosen_category","",""
"","1838","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:19:02 UTC 2025","passed","Sat Aug 23 16:19:04 UTC 2025","TestChosen","test_chosen_category","",""
"","2106","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:16:02 UTC 2025","passed","Sat Aug 23 16:16:04 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","973","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:04 UTC 2025","passed","Sat Aug 23 16:22:05 UTC 2025","TestScrollUp","test_scroll_up","",""
"","2059","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:19:57 UTC 2025","passed","Sat Aug 23 16:19:59 UTC 2025","TestNavbar","test_navbar","",""
"","2768","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:08 UTC 2025","passed","Sat Aug 23 16:22:11 UTC 2025","TestScrollUp","test_scroll_up","",""
"","1216","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:28 UTC 2025","passed","Sat Aug 23 16:17:29 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","4179","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:21:12 UTC 2025","passed","Sat Aug 23 16:21:16 UTC 2025","TestNavbar","test_navbar","",""
"","1599","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:44 UTC 2025","passed","Sat Aug 23 16:17:46 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","1491","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:27 UTC 2025","passed","Sat Aug 23 16:16:28 UTC 2025","TestChosen","test_chosen_category","",""
"","2081","Checking brands on static pages","tests.test_brands","Sat Aug 23 16:16:16 UTC 2025","passed","Sat Aug 23 16:16:18 UTC 2025","","test_brands","",""
"","945","Checking recommended items on static page","tests.test_recommended_items","Sat Aug 23 16:24:07 UTC 2025","passed","Sat Aug 23 16:24:08 UTC 2025","","test_recommended_items","",""
"","24068","Checking navbar logout and delete account","tests.test_navbar","Sat Aug 23 16:23:06 UTC 2025","passed","Sat Aug 23 16:23:30 UTC 2025","TestNavbar > TestNavbarRegression","test_navbar","",""
"","2870","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:21:58 UTC 2025","passed","Sat Aug 23 16:22:01 UTC 2025","TestScrollUp","test_scroll_up","",""
"","1690","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:04 UTC 2025","passed","Sat Aug 23 16:17:06 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","2820","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:21:59 UTC 2025","passed","Sat Aug 23 16:22:01 UTC 2025","TestScrollUp","test_scroll_up","",""
"","1018","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:02 UTC 2025","passed","Sat Aug 23 16:22:03 UTC 2025","TestScrollUp","test_scroll_up","",""
"","1542","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:12 UTC 2025","passed","Sat Aug 23 16:17:13 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","5801","Checking carousel on static pages","tests.test_carousel","Sat Aug 23 16:15:36 UTC 2025","passed","Sat Aug 23 16:15:42 UTC 2025","","test_carousel","",""
"","1591","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:55 UTC 2025","passed","Sat Aug 23 16:20:56 UTC 2025","TestNavbar","test_navbar","",""
"","7022","Checking search products on static page","tests.test_search_products","Sat Aug 23 16:23:41 UTC 2025","passed","Sat Aug 23 16:23:48 UTC 2025","","test_search_products","",""
"","1907","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:16:59 UTC 2025","passed","Sat Aug 23 16:17:01 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","5439","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:47 UTC 2025","passed","Sat Aug 23 16:17:53 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","1944","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:18:54 UTC 2025","passed","Sat Aug 23 16:18:56 UTC 2025","TestChosen","test_chosen_category","",""
"","3101","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:18:06 UTC 2025","passed","Sat Aug 23 16:18:09 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","4940","Checking brands on static pages","tests.test_brands","Sat Aug 23 16:16:30 UTC 2025","passed","Sat Aug 23 16:16:35 UTC 2025","","test_brands","",""
"","2200","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:18:59 UTC 2025","passed","Sat Aug 23 16:19:02 UTC 2025","TestChosen","test_chosen_category","",""
"","1841","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:23:05 UTC 2025","passed","Sat Aug 23 16:23:07 UTC 2025","TestScrollUp","test_scroll_up","",""
"","4346","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:13 UTC 2025","passed","Sat Aug 23 16:22:17 UTC 2025","TestScrollUp","test_scroll_up","",""
"","1974","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:18:41 UTC 2025","passed","Sat Aug 23 16:18:43 UTC 2025","TestChosen","test_chosen_category","",""
"","2561","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:32 UTC 2025","passed","Sat Aug 23 16:16:34 UTC 2025","TestChosen","test_chosen_category","",""
"","1853","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:16:45 UTC 2025","passed","Sat Aug 23 16:16:46 UTC 2025","TestChosen","test_chosen_category","",""
"","1172","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:16:45 UTC 2025","passed","Sat Aug 23 16:16:46 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","18792","Checking lower panel on cart","tests.test_lower_panel","Sat Aug 23 16:19:46 UTC 2025","passed","Sat Aug 23 16:20:05 UTC 2025","TestLowerPanel > TestLowerPanelRegression","test_lower_panel","",""
"","2447","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:19:36 UTC 2025","passed","Sat Aug 23 16:19:39 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","1725","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:21:00 UTC 2025","passed","Sat Aug 23 16:21:02 UTC 2025","TestNavbar","test_navbar","",""
"","4246","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:17:07 UTC 2025","passed","Sat Aug 23 16:17:11 UTC 2025","TestChosen","test_chosen_category","",""
"","3594","Checking chosen brand on static pages","tests.test_chosen_category","Sat Aug 23 16:18:20 UTC 2025","passed","Sat Aug 23 16:18:23 UTC 2025","TestChosen","test_chosen_category","",""
"","6448","Checking search products on static page","tests.test_search_products","Sat Aug 23 16:23:53 UTC 2025","passed","Sat Aug 23 16:23:59 UTC 2025","","test_search_products","",""
"","3934","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:57 UTC 2025","passed","Sat Aug 23 16:21:01 UTC 2025","TestNavbar","test_navbar","",""
"","3204","Checking breadcrumb on cart page","tests.test_breadcrumb","Sat Aug 23 16:15:00 UTC 2025","passed","Sat Aug 23 16:15:04 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","2247","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:15:12 UTC 2025","passed","Sat Aug 23 16:15:14 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","33807","Checking navbar on cart","tests.test_navbar","Sat Aug 23 16:22:28 UTC 2025","passed","Sat Aug 23 16:23:02 UTC 2025","TestNavbar > TestNavbarRegression","test_navbar","",""
"","3407","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:35 UTC 2025","passed","Sat Aug 23 16:22:38 UTC 2025","TestScrollUp","test_scroll_up","",""
"","4776","Checking category on static pages","tests.test_category","Sat Aug 23 16:15:55 UTC 2025","passed","Sat Aug 23 16:16:00 UTC 2025","","test_category","",""
"","31066","Checking navbar logout and delete account","tests.test_navbar","Sat Aug 23 16:23:35 UTC 2025","passed","Sat Aug 23 16:24:06 UTC 2025","TestNavbar > TestNavbarRegression","test_navbar","",""
"","5417","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:17:57 UTC 2025","passed","Sat Aug 23 16:18:02 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","2389","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:15:56 UTC 2025","passed","Sat Aug 23 16:15:59 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","3268","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:19:53 UTC 2025","passed","Sat Aug 23 16:19:57 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","3085","Checking lower panel on static pages","tests.test_lower_panel","Sat Aug 23 16:18:12 UTC 2025","passed","Sat Aug 23 16:18:15 UTC 2025","TestLowerPanel","test_lower_panel","",""
"","5638","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:22 UTC 2025","passed","Sat Aug 23 16:20:27 UTC 2025","TestNavbar","test_navbar","",""
"","6971","Checking test cases page","tests.test_api_cases","Sat Aug 23 16:15:12 UTC 2025","failed","Sat Aug 23 16:15:19 UTC 2025","TestApiCases","test_api_cases","",""
"","928","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:16:47 UTC 2025","passed","Sat Aug 23 16:16:48 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","3225","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:19:54 UTC 2025","passed","Sat Aug 23 16:19:57 UTC 2025","TestNavbar","test_navbar","",""
"","4947","Checking category on static pages","tests.test_category","Sat Aug 23 16:16:30 UTC 2025","passed","Sat Aug 23 16:16:35 UTC 2025","","test_category","",""
"","4592","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:18:06 UTC 2025","passed","Sat Aug 23 16:18:11 UTC 2025","TestChosen","test_chosen_category","",""
"","4376","Checking chosen category on static pages","tests.test_chosen_category","Sat Aug 23 16:17:03 UTC 2025","passed","Sat Aug 23 16:17:08 UTC 2025","TestChosen","test_chosen_category","",""
"","1811","Checking scroll up on static pages","tests.test_scroll_up","Sat Aug 23 16:22:49 UTC 2025","passed","Sat Aug 23 16:22:50 UTC 2025","TestScrollUp","test_scroll_up","",""
"","6990","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:31 UTC 2025","passed","Sat Aug 23 16:20:38 UTC 2025","TestNavbar","test_navbar","",""
"","4509","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:42 UTC 2025","passed","Sat Aug 23 16:20:47 UTC 2025","TestNavbar","test_navbar","",""
"","2630","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:15:26 UTC 2025","passed","Sat Aug 23 16:15:29 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","1259","Checking breadcrumb on static pages","tests.test_breadcrumb","Sat Aug 23 16:16:48 UTC 2025","passed","Sat Aug 23 16:16:49 UTC 2025","TestBreadcrumb","test_breadcrumb","",""
"","1364","Checking navbar on static pages","tests.test_navbar","Sat Aug 23 16:20:47 UTC 2025","passed","Sat Aug 23 16:20:48 UTC 2025","TestNavbar","test_navbar","",""
